Number;Weight (N);Stature (mm);Head circumference (mm);Shoulder breadth (mm);Hand length (mm);Hand breadth (mm);Chest circumference (mm);Waist circumference (mm);Foot length (mm);Foot breadth (mm);Gender (1M, 2F);Age (months)
1814;805;1812;580;448;188;85;942;889;274;102;1;207
1815;718;1833;582;457;196;94;982;762;272;106;1;207
1816;518;1584;574;392;177;81;853;698;235;101;1;208
1817;666;1667;576;434;183;91;928;810;262;103;1;208
1818;597;1705;596;424;190;93;908;692;256;100;1;208
1819;671;1733;562;463;193;85;952;732;269;107;1;208
1820;747;1746;562;483;197;92;995;817;273;98;1;208
1821;1032;1763;580;491;189;91;1111;1000;267;114;1;208
1822;847;1774;558;478;184;90;1038;876;267;111;1;208
1823;663;1787;564;440;188;88;854;741;269;100;1;208
1824;731;1809;601;453;206;82;926;739;284;109;1;208
1825;809;1809;572;489;196;90;1022;827;261;100;1;208
1826;900;1818;593;500;189;90;1094;877;270;110;1;208
1827;801;1824;580;474;185;86;1033;803;274;108;1;208
1828;925;1868;577;454;198;91;1006;965;281;99;1;208
1829;714;1876;552;461;194;89;907;734;282;112;1;208
1830;696;1727;562;473;188;91;965;739;269;108;1;209
1831;562;1791;561;396;184;79;795;642;255;94;1;209
1832;805;1818;555;468;186;89;979;833;292;110;1;209
